,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_calculate…(15),Exit_calculate…(15),Entry_calculate…(300),Exit_calculate…(300),Entry_calculate…(800),Exit_calculate…(800),Entry_calculate…(14),Exit_calculate…(14)
67,1,31258,31310,117570.6,118434.77,,,628.1646299999982,236.00537000000003,0.005342871687309527,2025-07-26 10:00:00,2025-07-28 14:00:00,2 days 04:00:00,,117342.80185543047,118809.69580370517,117227.82500407856,117619.66310816404,113718.94694537144,114306.7960103588,297.91928571428224,475.15071428571434
68,1,31370,31390,118055.32,116536.96,,,-1752.9522800000007,234.59228000000002,-0.014848566587257517,2025-07-31 02:00:00,2025-07-31 22:00:00,0 days 20:00:00,,117835.19487207876,117461.29617588724,117741.53106881502,117770.22461902563,114821.39929297482,114975.82297205062,668.6164285714289,572.9471428571445
69,1,31551,31596,116363.16,117110.0,,,513.3668399999965,233.47316,0.004411764341910278,2025-08-07 15:00:00,2025-08-09 12:00:00,1 days 21:00:00,,115733.63455211528,116922.6420107649,115568.88785822704,115884.49744403301,114774.83435622732,114988.9104851511,462.94142857142805,311.9721428571429
70,1,31790,31794,118429.99,117900.01,,,-766.3100000000104,236.32999999999998,-0.0064705738808219495,2025-08-17 14:00:00,2025-08-17 18:00:00,0 days 04:00:00,,118075.08988813675,117980.6104349161,118048.85361950374,118044.38342638021,116518.16345867609,116531.7143920746,291.0400000000019,314.4707142857161
71,1,32245,32247,113214.78,110569.99,,,-2868.574769999994,223.78477,-0.02533745832478758,2025-09-05 13:00:00,2025-09-05 15:00:00,0 days 02:00:00,,112067.14182551553,111734.60061641032,111296.62776908478,111287.9791486181,113148.69521167458,113136.20047582261,536.8671428571417,690.4007142857133
72,1,32335,32343,113022.62,111767.45,,,-1479.9600699999983,224.79007000000001,-0.013094370578208113,2025-09-09 07:00:00,2025-09-09 15:00:00,0 days 08:00:00,,112164.31225656663,112201.85394347414,111287.48211879071,111344.85687145285,112760.18037681418,112752.99977896897,464.78499999999934,566.2928571428555
73,1,32846,32937,113404.53,122267.58,,,8627.377890000003,235.67211000000003,0.07607613108576874,2025-09-30 14:00:00,2025-10-04 09:00:00,3 days 19:00:00,,113484.09616911544,122129.2257597489,112448.95724515671,115513.49161816249,113145.28402515237,114315.44072851783,425.7964285714271,364.4392857142884
74,1,33535,33544,113284.21,111509.74,,,-1999.2639500000012,224.79395000000002,-0.017648213727226403,2025-10-29 07:00:00,2025-10-29 16:00:00,0 days 09:00:00,,113310.79928887938,112647.33419028655,112150.6835138022,112174.75033651276,113080.835639111,113069.47321579164,657.0149999999994,540.0278571428571
75,1,35121,35201,89670.51,92692.32,,,2839.447170000012,182.36283,0.03166533980904094,2026-01-03 09:00:00,2026-01-06 17:00:00,3 days 08:00:00,,89882.90376568014,93306.62452578341,88410.77411564642,90052.88438818221,89665.5799815089,90137.09959322566,346.2771428571442,550.1414285714335
76,1,35248,35320,90781.57,90875.79,,,-87.43736000001337,181.65735999999998,-0.0009631620162552507,2026-01-08 16:00:00,2026-01-11 16:00:00,3 days 00:00:00,,90554.11373563032,90836.81881005601,90435.4041272181,90557.38574621314,90291.12442069661,90368.5207124571,634.432142857143,194.6800000000003
