fast_ema,rsi_entry_min,rsi_entry_max,initial_sl_atr,trail_tier1_trigger,trail_tier1_distance,trail_tier2_trigger,trail_tier2_distance,time_stop_bars,0
15,55,70,3.0,2.0,2.0,5.0,4.0,48,252.70183401963467
15,55,70,3.0,3.0,1.5,8.0,4.0,48,212.28329737092707
15,55,70,3.0,3.0,2.0,6.0,4.0,96,1971.5213303708401
15,55,70,3.0,3.0,2.0,8.0,4.0,96,343.48344730369627
15,55,70,3.0,3.0,2.5,6.0,4.0,96,1954.0900355179733
15,55,70,3.0,4.0,1.5,8.0,3.0,48,0.0
15,55,70,3.0,4.0,2.0,6.0,3.0,48,0.0
15,55,70,3.0,4.0,2.0,8.0,4.0,48,0.0
15,55,70,3.0,4.0,2.5,8.0,3.0,48,0.0
15,55,75,2.0,2.0,1.5,6.0,2.5,48,149.0037956858597
15,55,75,2.0,2.0,1.5,8.0,2.5,48,156.13191399417062
15,55,75,2.0,2.0,1.5,8.0,4.0,96,216.32073575237817
15,55,75,2.0,3.0,1.5,5.0,4.0,48,0.0
15,55,75,2.0,3.0,2.5,5.0,3.0,72,0.0
15,55,75,2.0,4.0,1.5,5.0,4.0,72,849.8420501574517
15,55,75,2.0,4.0,1.5,8.0,4.0,72,0.0
15,55,75,2.5,2.0,2.0,5.0,2.5,96,415.1405318810612
15,55,75,2.5,2.0,2.5,8.0,4.0,72,309.4845003582739
15,55,75,2.5,4.0,1.5,8.0,4.0,72,218.0296728796745
15,55,75,2.5,4.0,2.0,6.0,4.0,48,0.0
15,55,75,2.5,4.0,2.0,8.0,3.0,72,206.96760984398327
15,55,75,3.0,2.0,1.5,5.0,3.0,72,342.719636718483
15,55,75,3.0,2.0,1.5,6.0,3.0,48,230.60076165524143
15,55,75,3.0,2.0,2.0,5.0,4.0,48,259.0018416053539
15,55,75,3.0,2.0,2.5,6.0,3.0,72,217.68619147005685
15,55,75,3.0,4.0,2.0,6.0,4.0,72,1219.454819187208
15,55,80,2.0,2.0,1.5,6.0,3.0,96,0.0
15,55,80,2.0,3.0,1.5,6.0,2.5,96,0.0
15,55,80,2.0,3.0,1.5,8.0,4.0,72,0.0
15,55,80,2.0,3.0,2.5,6.0,3.0,72,0.0
15,55,80,2.5,2.0,1.5,6.0,4.0,72,189.74275673965897
15,55,80,2.5,2.0,2.0,5.0,4.0,96,960.2901042240126
15,55,80,2.5,3.0,1.5,6.0,3.0,48,0.0
15,55,80,2.5,4.0,2.0,8.0,2.5,48,0.0
15,55,80,3.0,2.0,1.5,5.0,2.5,72,257.443227933982
15,55,80,3.0,2.0,1.5,8.0,4.0,72,165.50063144003596
15,55,80,3.0,2.0,1.5,8.0,4.0,96,165.95641175623024
15,55,80,3.0,2.0,2.5,8.0,3.0,48,0.0
15,55,80,3.0,3.0,1.5,6.0,3.0,48,0.0
15,55,80,3.0,3.0,1.5,6.0,3.0,72,169.2394016948584
15,55,80,3.0,4.0,2.0,5.0,3.0,96,349.3179642491629
15,55,80,3.0,4.0,2.0,6.0,3.0,96,229.3460763710055
